Магазин,Адресс,Категория,Подкатегория,Наименование товара,Цена со скидкой,Цена без скидки,Ссылка на товар
Лента,-,Сладости,Шоколад и батончики,Батончик Bitey Квадры овсяно-фруктовый яблоко-клубника с...,63.99,49.99,https://sbermarket.ru//lenta/batonchik-bitey-kvadry-ovsyano-fruktovyy-yabloko-klubnika-s-vitaminami-s-3-let-30-g-41648d0?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Bitey яблоко-вишня 25 г,59.99,39.99,https://sbermarket.ru//lenta/batonchik-bitey-yabloko-vishnya-25-g-c861619?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Ego Fitness гранола-темный шоколад 27 г,-,50.59,https://sbermarket.ru//lenta/batonchik-ego-fitness-granola-temnyy-shokolad-27-g-c4e555b?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик ProteinRex Night протеиновый ореховый 40 г,105.29,79.99,https://sbermarket.ru//lenta/batonchik-proteinrex-night-proteinovyy-orehovyy-40-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Soj протеиновый кокос 40 г,105.29,74.99,https://sbermarket.ru//lenta/batonchik-soj-proteinovyy-kokos-40-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Фрутилад с черносливом 30 г,-,47.39,https://sbermarket.ru//lenta/batonchik-frutilad-s-chernoslivom-30-g-13490b0?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Good Vibes шоколадный с карамелью и фундуком 40 г,-,38.99,https://sbermarket.ru//lenta/batonchik-good-vibes-shokoladnyy-s-karamel-yu-i-fundukom-40-g-d1c0f1d?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Take A Bitey овсяно-фруктовый черная смородина 30 г,63.99,49.99,https://sbermarket.ru//lenta/batonchik-take-a-bitey-ovsyano-fruktovyy-chernaya-smorodina-30-g-e6f62ed?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Ол'Лайт фруктово-ореховый яблоко и корица 30 г,-,47.39,https://sbermarket.ru//lenta/batonchik-ol-layt-fruktovo-orehovyy-yabloko-i-koritsa-30-g-3092dc1?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад фигурный Монетный двор медаль новогодняя 25 г,-,51.59,https://sbermarket.ru//lenta/shokolad-figurnyy-monetnyy-dvor-medal-novogodnyaya-25-g-17cf857?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик шоколадный KDV Родео карамель-нуга 30 г,-,29.98,https://sbermarket.ru//lenta/batonchik-shokoladnyy-kdv-rodeo-karamel-nuga-30-g-d02f46f?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Bite протеиновый арахис-соленая карамель 50 г,110.59,79.99,https://sbermarket.ru//lenta/batonchik-bite-proteinovyy-arahis-solenaya-karamel-50-g-b1356fb?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Big star злаковый с клюквой 40 г,51.59,34.99,https://sbermarket.ru//lenta/batonchik-big-star-zlakovyy-s-klyukvoy-40-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Snaq Fabriq кукурузно-овсяный кокос 50 г,63.19,49.99,https://sbermarket.ru//lenta/batonchik-snaq-fabriq-kukuruzno-ovsyanyy-kokos-50-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Take A Bitey овсяно-фруктовый банан-яблоко 30 г,63.99,49.99,https://sbermarket.ru//lenta/batonchik-take-a-bitey-ovsyano-fruktovyy-banan-yabloko-30-g-2f04c2e?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Lambertz темный со сливочным ликером и трюфелем 100...,-,189.49,https://sbermarket.ru//lenta/shokolad-lambertz-temnyy-so-slivochnym-likerom-i-tryufelem-100-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколадный батончик Snaq Fabriq Мюсли с черникой 40 г,63.19,49.99,https://sbermarket.ru//lenta/shokoladnyy-batonchik-snaq-fabriq-myusli-s-chernikoy-40-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад молочный с арахисом 80 г,-,47.39,https://sbermarket.ru//lenta/shokolad-molochnyy-s-arahisom-80-g-2765076?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик-мюсли Леовит БиоСлимика с яблоком и семенами льна...,-,36.89,https://sbermarket.ru//lenta/batonchik-myusli-leovit-bioslimika-s-yablokom-i-semenami-l-na-30-g-25092c2?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport Лесной орех молочный 250 г,-,484.29,https://sbermarket.ru//lenta/shokolad-ritter-sport-lesnoy-oreh-molochnyy-250-g-15c2f02?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Славянка Степ XXL арахис-фундук-карамель 70 г,-,69.98,https://sbermarket.ru//lenta/batonchik-slavyanka-step-xxl-arahis-funduk-karamel-70-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Яшкино Super шоколадный глазированный 40 г,-,29.98,https://sbermarket.ru//lenta/batonchik-yashkino-super-shokoladnyy-glazirovannyy-40-g-d85b536?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Lindt Excellence горький шоколад 78% 100 г,631.59,399.99,https://sbermarket.ru//lenta/plitka-lindt-excellence-gor-kiy-shokolad-78-100-g-762ee52?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Soj Proteinbar с шоколадными чипсами 40 г,105.29,74.99,https://sbermarket.ru//lenta/batonchik-soj-proteinbar-s-shokoladnymi-chipsami-40-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Меренга молочный со вкусом йогурта с клубникой 80 г,-,47.39,https://sbermarket.ru//lenta/shokolad-merenga-molochnyy-so-vkusom-yogurta-s-klubnikoy-80-g-cc318c0?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик EGO kids злаковый молочный шоколад 25 г,-,36.89,https://sbermarket.ru//lenta/batonchik-ego-kids-zlakovyy-molochnyy-shokolad-25-g-0d8c2a3?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Soj Kernel мультизлаковый с черникой в молочном...,-,52.69,https://sbermarket.ru//lenta/batonchik-soj-kernel-mul-tizlakovyy-s-chernikoy-v-molochnom-shokolade-50-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Gerber Злаковый яблоко-виноград 25 г,-,81.19,https://sbermarket.ru//lenta/batonchik-gerber-zlakovyy-yabloko-vinograd-25-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Take a Bite протеиновый малина 50 г,136.89,89.99,https://sbermarket.ru//lenta/batonchik-take-a-bite-proteinovyy-malina-50-g-caf0639?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Лукоморье темный с вишней 80 г,-,47.39,https://sbermarket.ru//lenta/shokolad-lukomorie-temnyy-s-vishney-80-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик-мюсли Ego Kids клубничный десерт 25 г,-,36.89,https://sbermarket.ru//lenta/batonchik-myusli-ego-kids-klubnichnyy-desert-25-g-0ab20a5?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Ironman Tri Protein Bar протеиновый банан 50 г,-,73.69,https://sbermarket.ru//lenta/batonchik-ironman-tri-protein-bar-proteinovyy-banan-50-g-87a7a57?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Ego Kids злаковый Карамельная глазурь 25 г,-,36.89,https://sbermarket.ru//lenta/batonchik-ego-kids-zlakovyy-karamel-naya-glazur-25-g-ab3202d?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Ярче! шоколадный с арахисом 50 г,-,39.98,https://sbermarket.ru//lenta/batonchik-yarche-shokoladnyy-s-arahisom-50-g-0616c41?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Лукоморье темный с грушей 80 г,-,47.39,https://sbermarket.ru//lenta/shokolad-lukomorie-temnyy-s-grushey-80-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколадный батончик KDV Sprint 50 г,-,31.99,https://sbermarket.ru//lenta/shokoladnyy-batonchik-kdv-sprint-50-g-9a909aa?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Ironman Slim Bar кокос 50 г,-,73.69,https://sbermarket.ru//lenta/batonchik-ironman-slim-bar-kokos-50-g-abae3be?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Лукоморье темный с малиной 80 г,-,47.39,https://sbermarket.ru//lenta/shokolad-lukomorie-temnyy-s-malinoy-80-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик KDV Furor Софт шоколадный карамель и арахис 35 г,-,29.98,https://sbermarket.ru//lenta/batonchik-kdv-furor-soft-shokoladnyy-karamel-i-arahis-35-g-bf32454?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Ironman Protein Bar протеиновый ром-клубника 50 г,-,73.69,https://sbermarket.ru//lenta/batonchik-ironman-protein-bar-proteinovyy-rom-klubnika-50-g-8d32611?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Ironman Протеин Бар со вкусом какао глазированный...,-,94.79,https://sbermarket.ru//lenta/batonchik-ironman-protein-bar-so-vkusom-kakao-glazirovannyy-50-g-f05d4f6?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Ironman Tri Protein Bar Плитка темная глазурь 50 г,-,73.69,https://sbermarket.ru//lenta/batonchik-ironman-tri-protein-bar-plitka-temnaya-glazur-50-g-66aa4c1?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Magic Heroes молочный с фруктами 30 г,-,52.69,https://sbermarket.ru//lenta/shokolad-magic-heroes-molochnyy-s-fruktami-30-g-ea208cb?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик IronMan Protein Bar протеиновый шоколад-темная...,-,84.29,https://sbermarket.ru//lenta/batonchik-ironman-protein-bar-proteinovyy-shokolad-temnaya-glazur-50-g-89341f8?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Ironman Protein Bar протеиновый с коллагеном...,-,73.69,https://sbermarket.ru//lenta/batonchik-ironman-protein-bar-proteinovyy-s-kollagenom-karamel-50-g-ffc9ecd?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Апачи шоколадный с соленой карамелью и орехами 40 г,-,45.99,https://sbermarket.ru//lenta/batonchik-apachi-shokoladnyy-s-solenoy-karamel-yu-i-orehami-40-g-7d52a99?sid=57
Лента,-,Сладости,Шоколад и батончики,Протеиновый батончик Ironman Protein Bar Пина Колада 50 г,-,105.29,https://sbermarket.ru//lenta/proteinovyy-batonchik-ironman-protein-bar-pina-kolada-50-g-42a64ab?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Smartbar кукурузный с манго с Л-карнитином 38 г,-,104.29,https://sbermarket.ru//lenta/batonchik-smartbar-kukuruznyy-s-mango-s-l-karnitinom-38-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Победа вкуса Amare Вареная сгущенка молочный 45 г,-,59.98,https://sbermarket.ru//lenta/batonchik-pobeda-vkusa-amare-varenaya-sguschenka-molochnyy-45-g-8ffde48?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Magic Heroes молочный с ягодами 30 г,-,52.69,https://sbermarket.ru//lenta/shokolad-magic-heroes-molochnyy-s-yagodami-30-g-332e2ae?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Ironman Slim Bar изюм-орех в темной глазури 50 г,-,73.69,https://sbermarket.ru//lenta/batonchik-ironman-slim-bar-izyum-oreh-v-temnoy-glazuri-50-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Soj Protein bar финик-арахис 40 г,105.29,74.99,https://sbermarket.ru//lenta/batonchik-soj-protein-bar-finik-arahis-40-g?sid=57
